GISJOIN,YEAR,REGION,REGIONA,DIVISION,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUB,COUSUBA,PLACE,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHH,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSA,CBSAA,CSA,CSAA,METDIV,METDIVA,NECTA,NECTAA,CNECTA,CNECTAA,NECTADIV,NECTADIVA,UA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELM,SDELMA,SDSEC,SDSECA,SDUNI,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,UEPE001,UEQE001,UEQE002,UEQE003,UEQE004,UEQE005,UEQE006,UEQE007,UEQE008,UEQE009,UEQE010,UEZE001,UEZE002,UEZE003,UGSE001,UGSE002,UGSE003,UGSE004,UGSE005,UGSE006,UGSE007,UGSE008,UGSE009,UGSE010,UGSE011,UGSE012,UGSE013,UGSE014,UGSE015,UGSE016,UGSE017,UGSE018,UGSE019,UGSE020,UGSE021,UGSE022,UGSE023,UGSE024,UGSE025,UG7E001,UG7E002,UG7E003,UG7E004,UG7E005,UG7E006,UG7E007,UG7E008,UILE001,UJAE001,UJ8E001,UJ8E002,UJ8E003,UJ8E004,UJ8E005,UJ8E006,UJ8E007,NAME_M,UEPM001,UEQM001,UEQM002,UEQM003,UEQM004,UEQM005,UEQM006,UEQM007,UEQM008,UEQM009,UEQM010,UEZM001,UEZM002,UEZM003,UGSM001,UGSM002,UGSM003,UGSM004,UGSM005,UGSM006,UGSM007,UGSM008,UGSM009,UGSM010,UGSM011,UGSM012,UGSM013,UGSM014,UGSM015,UGSM016,UGSM017,UGSM018,UGSM019,UGSM020,UGSM021,UGSM022,UGSM023,UGSM024,UGSM025,UG7M001,UG7M002,UG7M003,UG7M004,UG7M005,UG7M006,UG7M007,UG7M008,UILM001,UJAM001,UJ8M001,UJ8M002,UJ8M003,UJ8M004,UJ8M005,UJ8M006,UJ8M007
"G0100670","2009-2013",,,,,"Alabama","01","Henry County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Alabama",17308,17308,11992,4741,0,338,0,142,95,19,76,17308,16900,408,12162,163,0,5,7,19,60,53,65,113,155,193,298,622,432,230,3414,855,664,1751,1045,1181,697,100,40,17080,810,1642,1015,773,1626,721,10493,0.4321,21924,13975,7718,7678,6749,929,40,6257,"Henry County, Alabama",0,0,103,242,18,230,18,92,58,25,52,0,0,0,140,69,18,8,12,26,72,49,49,49,71,98,103,163,94,89,374,193,152,286,225,233,211,63,36,125,229,350,340,262,364,315,567,0.0200,1232,130,309,317,339,215,47,325
"G0100690","2009-2013",,,,,"Alabama","01","Houston County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Houston County, Alabama",102326,102326,71505,26349,327,900,3,1296,1946,91,1855,102326,99180,3146,68997,936,11,8,44,41,148,140,290,522,622,1060,1592,2218,2314,1171,19378,4064,4647,10399,5833,8707,3468,881,503,101139,7867,10371,6423,5984,7973,2921,59600,0.4745,23316,80377,48448,48151,44194,3957,297,31929,"Houston County, Alabama",0,0,244,278,75,60,4,260,289,37,293,0,0,0,31,97,8,6,38,24,49,41,62,89,96,172,145,182,174,125,571,248,217,359,257,366,213,94,68,209,544,679,483,528,633,336,1100,0.0079,426,116,476,487,500,245,105,472
"G0100710","2009-2013",,,,,"Alabama","01","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Alabama",53171,53171,48888,1732,993,222,25,228,1083,39,1044,53171,51800,1371,37111,641,0,0,13,30,209,97,99,466,577,1257,1375,2282,1725,647,10760,3071,2186,4529,2308,2879,1428,425,107,52614,3095,5302,4243,3649,4101,1843,30381,0.4405,20486,42919,23655,23655,21246,2409,0,19264,"Jackson County, Alabama",0,0,154,113,223,32,30,120,241,29,237,0,0,0,133,162,27,27,20,27,134,74,63,123,171,250,280,315,296,150,653,283,346,469,275,323,251,127,72,97,530,831,809,688,668,459,1177,0.0131,715,156,613,613,651,319,27,628
"G0100730","2009-2013",,,,,"Alabama","01","Jefferson County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Alabama",658552,658552,350375,278565,1276,9712,63,12452,6109,375,5734,658552,633504,25048,441488,3622,0,30,93,208,286,709,694,3089,2214,4838,7015,10999,14557,7220,100676,16559,22913,80707,32547,81219,32777,12244,6272,644513,50542,65424,32459,31024,42861,17605,404598,0.4972,26906,522168,325279,324642,291158,33484,637,196889,"Jefferson County, Alabama",0,0,1253,628,254,424,55,1221,683,157,669,0,0,0,124,372,27,22,52,157,102,166,208,477,370,455,670,751,854,542,1832,806,923,2013,1255,2007,1180,831,500,1321,2572,3092,2219,2392,2806,1449,3753,0.0064,416,465,2146,2153,2340,1179,195,2226
"G0100750","2009-2013",,,,,"Alabama","01","Lamar County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamar County, Alabama",14396,14396,12564,1687,33,3,0,6,103,0,103,14396,14206,190,10164,216,0,0,0,0,1,2,103,131,222,263,341,478,424,253,3143,734,797,1520,566,615,255,78,22,14247,1118,2052,744,1182,1298,577,7276,0.4380,19026,11579,6240,6209,5583,626,31,5339,"Lamar County, Alabama",0,0,15,71,38,4,18,15,54,18,54,0,0,0,61,101,18,18,18,18,3,3,73,74,84,81,102,107,120,100,273,167,171,322,135,178,105,54,26,65,246,436,240,325,391,217,634,0.0344,1253,78,315,312,321,163,50,322
"G0100770","2009-2013",,,,,"Alabama","01","Lauderdale County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lauderdale County, Alabama",92666,92666,80627,9353,420,738,20,391,1117,113,1004,92666,90531,2135,62721,830,0,0,20,19,42,23,61,435,859,1148,1490,2016,2248,968,17770,3740,3997,9760,4047,8260,3527,707,754,90685,7461,8133,4134,5825,6184,2609,56339,0.4497,23510,75444,43254,43218,39261,3957,36,32190,"Lauderdale County, Alabama",0,0,209,218,113,53,30,220,268,87,253,0,0,0,117,205,27,27,32,23,46,25,39,124,213,212,228,309,335,189,949,426,364,573,405,536,381,179,199,308,992,1191,657,946,906,756,1700,0.0109,648,189,776,774,901,562,39,784
"G0100790","2009-2013",,,,,"Alabama","01","Lawrence County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Alabama",34009,34009,26379,3726,1895,52,0,168,1789,77,1712,34009,33376,633,23299,421,31,9,0,0,35,41,94,201,469,820,836,1265,594,510,7150,1913,1314,3334,1479,1896,677,151,59,33755,2109,3814,1974,2723,3544,1466,18125,0.4249,20181,27123,14921,14879,12984,1895,42,12202,"Lawrence County, Alabama",0,0,184,177,299,30,24,151,391,68,397,0,0,0,109,119,45,14,24,24,30,44,59,90,140,179,204,260,137,173,443,251,231,395,245,313,147,81,43,116,467,739,455,678,705,439,962,0.0148,844,118,461,463,506,315,44,451
"G0100810","2009-2013",,,,,"Alabama","01","Lee County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Alabama",144405,144405,102363,33267,378,4211,46,1981,2159,68,2091,144405,139329,5076,82970,866,0,0,15,75,281,47,205,560,490,710,1633,2292,2405,1438,17830,4090,4866,12152,6035,15324,7290,1457,2909,138866,15010,15595,7696,6335,10289,3546,80395,0.4816,23506,116361,72910,71855,65065,6790,1055,43451,"Lee County, Alabama",0,0,611,562,156,122,50,618,544,90,538,0,0,0,91,221,27,27,17,64,219,40,94,200,184,180,351,349,403,273,985,583,486,749,555,832,569,256,361,595,1159,1661,1244,1003,1446,889,1887,0.0110,649,293,1253,1252,1177,677,245,1279
"G0100830","2009-2013",,,,,"Alabama","01","Limestone County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Limestone County, Alabama",85264,85264,69430,10872,440,1005,28,1963,1526,114,1412,85264,80479,4785,58244,938,10,5,33,8,267,91,282,638,714,1109,1669,2112,2132,755,13828,4155,4022,8104,4154,9009,3561,349,299,81124,3935,7998,3816,3346,6508,2043,53478,0.4501,25020,67383,40049,39796,36166,3630,253,27334,"Limestone County, Alabama",0,0,582,204,119,129,35,568,314,89,290,0,0,0,258,235,17,10,39,10,115,133,128,219,232,258,330,416,388,191,769,505,411,570,382,623,385,128,121,1260,806,1220,740,646,994,551,1727,0.0128,916,181,1161,1176,1180,495,148,1177
"G0100850","2009-2013",,,,,"Alabama","01","Lowndes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lowndes County, Alabama",11086,11086,2839,8201,0,0,0,17,29,0,29,11086,11004,82,7376,109,0,0,0,12,54,44,131,46,79,167,202,389,450,244,2449,264,336,970,368,763,242,52,5,10987,1375,1562,800,841,1077,344,4988,0.5466,18368,8802,4316,4294,3543,751,22,4486,"Lowndes County, Alabama",0,0,60,83,18,18,18,26,23,18,23,0,78,78,36,49,18,18,18,19,36,31,65,31,37,65,87,121,108,75,210,88,119,162,104,161,84,45,7,68,285,270,251,245,295,183,441,0.0442,2318,53,238,242,218,157,26,238
"G0100870","2009-2013",,,,,"Alabama","01","Macon County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, Alabama",20803,20803,3407,16882,187,12,0,117,198,7,191,20803,20508,295,12719,270,0,1,6,26,36,26,52,129,133,209,183,426,512,537,3429,413,578,2563,701,1292,868,129,200,18581,2408,2658,1342,1272,1934,500,8467,0.4634,16826,17271,9323,9274,7587,1687,49,7948,"Macon County, Alabama",0,0,51,183,116,18,18,103,94,11,92,0,0,0,67,85,18,4,10,29,32,18,54,56,59,83,73,96,115,118,286,99,115,256,149,186,164,56,89,270,392,465,313,377,441,195,593,0.0155,749,86,364,363,388,232,51,360
"G0100890","2009-2013",,,,,"Alabama","01","Madison County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Alabama",339279,339279,234776,81606,2204,8448,356,2818,9071,688,8383,339279,323718,15561,225696,1666,15,0,37,158,334,159,176,1255,1052,2000,3346,4700,4510,3055,38911,9380,12418,38497,17206,54199,24744,4049,3829,331719,18791,23774,14144,13928,18756,7017,235309,0.4654,31933,269796,179604,177987,160131,17856,1617,90192,"Madison County, Alabama",0,0,850,813,310,345,92,562,1106,279,1060,0,0,0,57,274,26,27,36,112,128,80,93,293,215,317,498,564,460,364,1264,656,654,1411,863,1369,1059,419,425,735,1505,2156,1516,1851,1881,1172,3115,0.0069,465,368,1520,1495,1448,941,355,1608
"G0100910","2009-2013",,,,,"Alabama","01","Marengo County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marengo County, Alabama",20669,20669,9629,10765,13,42,0,133,87,0,87,20669,20280,389,13974,137,2,10,0,24,41,62,54,125,138,96,366,423,457,341,5015,563,717,2128,841,1569,660,106,99,20437,1910,3003,1315,1545,1301,460,10903,0.5174,22072,16429,8403,8388,7495,893,15,8026,"Marengo County, Alabama",0,0,111,121,20,58,21,139,84,21,84,0,0,0,89,67,3,15,21,37,33,50,46,92,70,66,134,179,154,112,432,138,176,271,162,231,121,59,58,92,488,517,399,436,365,302,638,0.0340,1604,127,333,333,351,184,20,343
"G0100930","2009-2013",,,,,"Alabama","01","Marion County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Alabama",30615,30615,28766,1253,25,81,0,66,424,27,397,30615,29932,683,21751,304,0,3,0,6,44,41,62,419,261,648,1156,1102,965,516,5850,1883,1674,3040,1718,1221,646,159,33,29675,2485,3711,2135,2252,2163,1071,15858,0.4727,19576,24810,13135,13115,11559,1556,20,11675,"Marion County, Alabama",0,0,125,113,21,18,24,59,132,32,116,0,0,0,67,96,24,6,24,7,39,37,33,127,114,165,189,251,207,131,489,261,240,392,270,227,196,95,23,241,483,591,539,547,400,299,922,0.0196,1086,180,453,456,488,294,25,450
"G0100950","2009-2013",,,,,"Alabama","01","Marshall County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Alabama",93699,93699,87150,1469,780,494,7,2073,1726,175,1551,93699,82105,11594,62130,1546,9,25,52,258,401,315,385,1494,607,1418,2088,2681,2209,1315,16026,4207,3741,9097,4822,6159,2475,589,211,92577,7744,10302,6500,6275,7193,3026,51537,0.4578,20382,72841,42325,42278,37950,4328,47,30516,"Marshall County, Alabama",0,0,637,149,295,74,13,582,287,189,235,0,0,0,78,336,12,29,45,113,175,172,136,370,160,272,299,365,332,264,780,428,381,560,457,531,267,149,80,185,1131,1251,1095,904,873,659,1664,0.0105,576,172,726,722,796,440,62,750
"G0100970","2009-2013",,,,,"Alabama","01","Mobile County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mobile County, Alabama",413188,413188,250269,143681,3187,7850,54,1950,6197,413,5784,413188,402967,10221,269898,3999,0,151,42,121,355,250,551,1420,1775,3668,6417,8465,10566,5574,76295,12703,15452,45253,20967,36855,13009,3617,2393,404071,36415,43579,24925,24749,29435,10844,234124,0.4711,22501,323094,193682,192664,169678,22986,1018,129412,"Mobile County, Alabama",0,0,575,706,419,301,46,479,865,191,842,0,0,0,199,551,27,110,41,102,126,102,169,268,298,474,635,602,645,425,1551,740,804,1333,1063,1198,668,337,364,669,2533,2479,2136,2112,2038,1544,3603,0.0065,354,386,1853,1881,1991,1100,273,1875
"G0100990","2009-2013",,,,,"Alabama","01","Monroe County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Alabama",22778,22778,12572,9522,211,78,0,141,254,0,254,22778,22545,233,15282,207,0,0,1,0,37,40,21,169,325,308,423,1054,546,525,4928,1036,718,2115,1205,1183,226,117,98,22562,3060,3392,1724,1580,2351,785,9670,0.4774,15749,17997,8941,8933,7247,1686,8,9056,"Monroe County, Alabama",0,0,120,54,106,36,21,120,125,21,125,0,0,0,140,98,21,21,4,21,37,35,16,82,118,127,143,406,161,193,394,234,224,355,231,252,89,72,115,117,696,689,499,428,625,376,898,0.0243,980,153,447,449,448,320,13,484
"G0101010","2009-2013",,,,,"Alabama","01","Montgomery County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Alabama",228980,228980,91811,126372,637,4861,80,2090,3129,518,2611,228980,221009,7971,146521,1986,22,17,101,105,280,222,433,1145,1130,1764,3300,4206,4197,2253,30886,7574,7708,24735,8344,28476,12652,2993,1992,220975,20338,26517,12514,10768,14604,4846,131388,0.4756,24975,178890,110666,108727,99071,9656,1939,68224,"Montgomery County, Alabama",0,0,643,568,220,333,58,562,556,367,427,0,0,0,151,270,23,16,88,56,107,115,140,253,252,310,405,406,467,301,1238,558,574,925,585,1293,805,337,293,889,1828,2003,1437,1081,1658,864,2740,0.0082,483,333,1547,1573,1629,642,247,1570
"G0101030","2009-2013",,,,,"Alabama","01","Morgan County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Alabama",119673,119673,99090,14305,989,807,114,1815,2553,135,2418,119673,110522,9151,81263,1190,0,0,75,163,224,296,354,1065,669,1691,1745,2840,3033,1742,20263,5378,5956,12403,5998,10766,3987,927,498,117937,7052,11512,6822,6429,9459,3876,72787,0.4500,23764,94602,58959,58867,51905,6962,92,35643,"Morgan County, Alabama",0,0,686,393,389,75,81,618,382,66,389,0,0,0,171,279,27,27,89,154,106,172,159,272,196,378,323,469,432,288,910,591,497,807,537,711,426,203,148,321,1118,1162,1354,950,1364,744,1995,0.0126,708,219,1064,1067,1242,705,82,1055
"G0101050","2009-2013",,,,,"Alabama","01","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Alabama",10390,10390,3142,7097,0,25,0,21,105,0,105,10390,10323,67,6581,41,0,0,0,3,90,0,64,110,64,259,424,274,563,70,2257,278,159,816,422,421,222,18,26,9648,1343,1126,934,1217,1224,292,3512,0.4775,13716,8261,3516,3485,2793,692,31,4745,"Perry County, Alabama",0,0,30,105,18,29,18,28,85,18,85,0,51,51,158,35,18,18,18,6,87,18,51,71,56,111,150,90,194,66,239,140,76,207,171,141,95,17,30,153,501,306,326,500,472,230,450,0.0357,1319,67,312,307,307,184,32,330
"G0101070","2009-2013",,,,,"Alabama","01","Pickens County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pickens County, Alabama",19516,19516,11149,8063,7,0,0,27,270,54,216,19516,19167,349,13326,296,0,0,0,0,60,4,29,118,178,216,345,663,552,241,5004,580,966,1790,815,977,351,44,97,19189,2050,3163,1674,797,1371,609,9525,0.4616,17153,15636,7963,7963,6661,1302,0,7673,"Pickens County, Alabama",0,0,133,112,11,18,18,50,159,75,142,0,0,0,44,126,18,18,18,18,36,7,31,71,77,57,110,143,131,80,311,144,211,258,157,201,118,37,66,135,346,483,463,244,335,262,665,0.0155,993,109,364,364,327,217,18,361
"G0101090","2009-2013",,,,,"Alabama","01","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Alabama",32977,32977,19429,12010,256,643,0,42,597,157,440,32977,32223,754,19256,238,0,9,0,15,53,35,23,142,126,318,544,855,848,447,5818,993,1015,2646,708,2733,1172,162,356,31036,4879,3684,2093,1770,2191,928,15491,0.5025,19715,27185,16234,16156,14431,1725,78,10951,"Pike County, Alabama",0,0,177,128,66,70,24,67,238,155,173,0,0,0,110,66,24,15,24,24,28,32,21,83,50,97,128,168,166,148,386,189,199,304,162,354,194,79,132,307,848,614,516,404,493,331,908,0.0194,962,97,516,520,579,275,55,558
"G0101110","2009-2013",,,,,"Alabama","01","Randolph County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Alabama",22819,22819,17527,4643,80,38,0,200,331,50,281,22819,22152,667,15495,536,0,0,0,70,99,87,70,236,240,480,667,805,718,232,4757,931,1057,1732,1062,1096,566,34,20,22218,2381,3056,1275,1282,1740,413,12071,0.4952,19830,18183,9620,9600,8440,1160,20,8563,"Randolph County, Alabama",0,0,144,214,71,62,21,166,208,57,199,0,0,0,136,162,21,21,21,82,71,51,60,79,88,143,233,188,194,79,444,186,192,313,227,209,179,30,23,217,625,437,408,322,438,231,729,0.0565,2293,85,370,367,386,219,34,384
"G0101130","2009-2013",,,,,"Alabama","01","Russell County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Russell County, Alabama",55544,55544,29925,23219,97,400,124,651,1128,131,997,55544,53185,2359,36064,447,0,0,32,18,103,66,120,401,358,723,848,1472,1831,665,9400,2160,2648,5843,3153,4164,1305,219,88,54832,5029,7047,3761,2900,4744,2253,29098,0.4533,19678,43127,26034,25027,22048,2979,1007,17093,"Russell County, Alabama",0,0,327,306,48,135,37,305,341,115,319,0,0,0,195,135,27,27,38,23,63,44,94,125,123,181,221,238,341,207,620,274,385,573,455,504,255,84,69,209,750,1133,832,796,899,623,1336,0.0187,832,227,620,654,734,412,263,624
"G0101150","2009-2013",,,,,"Alabama","01","St. Clair County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Clair County, Alabama",84521,84521,74696,7688,347,576,10,438,766,0,766,84521,82705,1816,57946,655,0,0,11,24,140,84,189,442,404,1155,2002,2189,2261,897,16155,4196,4390,9460,4321,6038,2104,434,395,82267,5684,6843,4666,4063,5185,3379,52447,0.4245,23872,66613,39755,39632,35366,4266,123,26858,"St. Clair County, Alabama",0,0,277,174,156,92,17,260,236,27,236,0,0,0,132,206,27,27,24,40,121,48,99,154,154,272,436,352,367,208,1012,465,577,720,558,659,362,174,162,312,1069,1087,818,961,992,903,1948,0.0204,955,221,834,834,855,526,97,844
"G0101170","2009-2013",,,,,"Alabama","01","Shelby County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Alabama",198366,198366,163385,22153,572,4014,30,6073,2139,356,1783,198366,186688,11678,132782,739,7,0,16,65,186,112,102,1223,444,1088,2114,1872,2374,1299,24045,4327,7299,22258,9754,36365,12169,3106,1818,195713,7034,8504,6156,7202,10498,4309,152010,0.4274,33313,153796,105201,105044,98202,6842,157,48595,"Shelby County, Alabama",0,0,1048,254,175,236,49,1067,388,215,310,0,0,0,116,185,13,27,25,52,113,77,77,289,154,219,315,256,320,232,1083,520,535,949,597,973,808,341,236,518,1048,1088,1013,995,1322,746,1979,0.0075,677,289,1050,1055,1158,579,73,1087
"G0101190","2009-2013",,,,,"Alabama","01","Sumter County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumter County, Alabama",13552,13552,3361,9912,51,137,0,58,33,3,30,13552,13440,112,8272,71,0,0,87,34,5,72,89,136,127,294,72,335,419,286,2767,386,257,1146,458,693,454,17,67,13041,2322,2636,891,754,1015,176,5247,0.4816,14156,10880,5943,5943,4897,1046,0,4937,"Sumter County, Alabama",0,0,30,134,62,105,18,33,44,6,44,0,0,0,130,53,18,18,72,26,6,54,70,67,102,117,45,113,150,89,314,112,104,244,136,151,122,25,59,141,555,502,239,269,360,121,540,0.0217,964,93,312,312,334,243,18,310
"G0101210","2009-2013",,,,,"Alabama","01","Talladega County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Talladega County, Alabama",81845,81845,53548,26208,294,343,0,348,1104,169,935,81845,80147,1698,55967,609,0,0,53,95,62,173,228,368,955,1335,2016,2357,2393,1166,17028,3837,3500,8281,4221,4565,2012,502,211,78419,7213,10776,5231,4538,5782,2506,42373,0.4627,19410,65275,36274,36220,30760,5460,54,29001,"Talladega County, Alabama",0,0,221,237,113,107,27,206,304,97,289,0,0,0,101,149,27,27,51,82,40,108,105,105,284,270,302,358,313,253,883,394,374,577,425,441,307,133,111,477,1028,1214,810,898,858,580,1671,0.0159,707,207,868,871,823,536,47,814
"G0101230","2009-2013",,,,,"Alabama","01","Tallapoosa County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tallapoosa County, Alabama",41428,41428,29333,11415,113,6,0,227,334,59,275,41428,40398,1030,29019,316,0,0,0,9,50,75,41,449,320,733,949,1072,1442,572,8445,1914,1789,3832,2294,3091,1183,251,192,40816,3579,4492,2533,2878,3396,1208,22730,0.4520,21434,33272,18530,18530,16422,2108,0,14742,"Tallapoosa County, Alabama",0,0,265,171,48,6,24,220,124,96,90,0,0,0,44,113,24,24,24,10,45,47,41,151,167,184,219,222,288,165,600,316,308,478,337,346,239,97,96,134,626,840,567,489,713,422,1172,0.0203,943,156,511,511,566,319,24,539
"G0101250","2009-2013",,,,,"Alabama","01","Tuscaloosa County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuscaloosa County, Alabama",196824,196824,131877,59287,324,2653,4,1023,1656,106,1550,196824,190691,6133,117196,1106,0,30,71,24,213,99,180,596,843,1155,2090,3620,3793,1839,30905,5379,5938,20535,7128,18830,8677,2260,1885,186884,17721,17572,10577,8858,10965,5115,116076,0.4678,22637,159537,94141,94081,86458,7623,60,65396,"Tuscaloosa County, Alabama",0,0,514,225,126,165,10,479,262,79,262,0,0,0,684,260,27,57,77,33,105,62,88,170,275,266,378,510,481,331,1213,594,555,1135,553,896,635,326,279,686,1497,1604,1762,1058,1268,843,2634,0.0108,459,383,1451,1458,1530,879,43,1423
"G0101270","2009-2013",,,,,"Alabama","01","Walker County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walker County, Alabama",66622,66622,60778,3644,183,210,0,419,1388,68,1320,66622,65218,1404,46142,536,0,0,0,26,47,118,292,461,620,1277,2175,2363,2100,879,12669,3626,3592,6912,3612,3088,1184,443,122,65476,5349,8339,3793,3931,6557,2009,35498,0.4588,20698,53347,28342,28237,24153,4084,105,25005,"Walker County, Alabama",0,0,253,198,169,50,27,257,218,71,200,0,0,0,212,99,27,27,27,30,38,62,100,136,144,250,380,378,312,180,563,351,390,526,355,350,211,121,64,261,689,1082,654,582,924,404,1522,0.0202,933,177,619,649,684,400,108,647
"G0101290","2009-2013",,,,,"Alabama","01","Washington County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Alabama",17284,17284,11333,4211,1354,179,0,77,130,50,80,17284,17099,185,11579,87,0,0,0,9,54,21,55,107,122,237,224,513,569,255,5026,581,585,1264,775,750,276,60,9,17019,862,2270,887,1181,1523,431,9865,0.4381,20395,13498,7538,7535,5997,1538,3,5960,"Washington County, Alabama",0,0,41,169,61,151,18,72,85,57,63,0,0,0,105,46,18,18,18,14,55,20,41,65,71,106,101,154,156,113,352,136,140,196,152,162,87,51,9,143,311,514,299,419,470,193,717,0.0227,1192,93,294,296,355,278,5,321
"G0101310","2009-2013",,,,,"Alabama","01","Wilcox County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilcox County, Alabama",11531,11531,3112,8402,0,0,0,5,12,0,12,11531,11513,18,7499,278,0,0,0,9,79,12,83,113,47,172,153,201,341,304,2963,210,433,815,452,631,152,41,10,11223,2689,1711,845,903,909,320,3846,0.5292,13379,9008,3569,3538,2579,959,31,5439,"Wilcox County, Alabama",0,0,14,21,18,18,18,11,20,18,20,0,20,20,42,145,18,18,18,15,62,18,86,67,28,79,73,86,98,102,268,64,130,168,110,129,89,38,15,164,599,348,293,374,287,193,512,0.0252,1165,66,319,323,295,193,36,330
"G0101330","2009-2013",,,,,"Alabama","01","Winston County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winston County, Alabama",24342,24342,23442,173,149,41,12,61,464,42,422,24342,23690,652,17335,374,0,0,6,37,84,90,54,305,317,487,832,990,742,410,4241,1363,1108,2655,1445,1057,509,93,136,23758,1749,3950,1742,1514,2060,887,11856,0.4661,18995,19751,10206,10202,9136,1066,4,9545,"Winston County, Alabama",0,0,143,71,160,33,20,65,96,49,74,0,0,0,55,126,21,21,8,43,60,77,37,118,116,146,215,232,227,137,412,236,237,324,244,244,150,43,82,221,431,591,536,489,468,297,670,0.0258,1099,98,404,405,382,235,7,418
"G0200130","2009-2013",,,,,"Alaska","02","Aleutians East Borough","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aleutians East Borough, Alaska",3141,3141,720,383,671,1166,31,75,95,13,82,3141,2717,424,2458,39,0,0,21,13,5,31,12,120,21,67,30,57,105,8,945,78,53,462,97,274,15,0,5,3135,151,372,187,253,419,196,1557,0.3727,26535,2893,2661,2658,2612,46,3,232,"Aleutians East Borough, Alaska",0,0,132,110,220,257,22,41,45,11,42,0,106,103,111,32,9,9,27,13,11,26,16,62,25,34,19,28,45,8,94,31,23,95,43,66,11,9,6,29,88,93,67,61,79,77,164,0.0281,1666,93,178,177,184,38,6,91
